procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11075468 1661908 15522820    0    0     0     5 1003 1230  5  0 95  0  0 2018-03-21 09:43:08
 1  0  16592 11074716 1661908 15522824    0    0     0     0  851  741  4  0 96  0  0 2018-03-21 09:43:09
 1  1  16592 11074436 1661908 15522812    0    0     0  5353 1447 1237  5  0 93  1  0 2018-03-21 09:43:10
 1  0  16592 11074408 1661908 15522872    0    0     0     1  857 1050  5  0 95  0  0 2018-03-21 09:43:11
 1  0  16592 11073656 1661908 15522880    0    0     0    11  827  913  4  0 96  0  0 2018-03-21 09:43:12
 1  0  16592 11073532 1661908 15522880    0    0     0    34  771  715  4  0 96  0  0 2018-03-21 09:43:13
 1  0  16592 11074876 1661908 15522888    0    0     0     0  922 1236  5  0 95  0  0 2018-03-21 09:43:14
 1  0  16592 11075260 1661908 15522880    0    0     0     5  772  753  4  0 96  0  0 2018-03-21 09:43:15
 1  0  16592 11075152 1661908 15522876    0    0     0    83  860  949  4  0 95  0  0 2018-03-21 09:43:16
 1  0  16592 11075028 1661908 15522880    0    0     0    69  836  981  5  0 95  0  0 2018-03-21 09:43:17
 1  0  16592 11075588 1661912 15522880    0    0     0    43  822  897  4  0 96  0  0 2018-03-21 09:43:18
 2  0  16592 11075432 1661912 15522884    0    0     0    34  777  887  4  0 96  0  0 2018-03-21 09:43:19
 1  0  16592 11075572 1661912 15522884    0    0     0     0  847 1017  5  0 95  0  0 2018-03-21 09:43:20
 1  0  16592 11075804 1661912 15522888    0    0     0     0  655  753  4  0 96  0  0 2018-03-21 09:43:21
 1  0  16592 11076160 1661912 15522888    0    0     0    84  934  808  4  0 96  0  0 2018-03-21 09:43:22
 1  0  16592 11076228 1661912 15522888    0    0     0    77  863 1269  5  0 95  0  0 2018-03-21 09:43:23
 1  0  16592 11076344 1661912 15522888    0    0     0    57  770  725  4  0 96  0  0 2018-03-21 09:43:24
 1  0  16592 11076608 1661912 15522896    0    0     0     1  746 1112  5  0 95  0  0 2018-03-21 09:43:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11076848 1661912 15522896    0    0     0     0  745  627  4  0 96  0  0 2018-03-21 09:43:26
 2  0  16592 11076924 1661912 15522900    0    0     0   109  774  860  4  0 96  0  0 2018-03-21 09:43:27
 1  0  16592 11079104 1661912 15522900    0    0     0     1  989 1049  5  0 95  0  0 2018-03-21 09:43:28
 1  0  16592 11079224 1661920 15522904    0    0     0    39  889 1026  4  0 95  0  0 2018-03-21 09:43:29
 1  0  16592 11078968 1661920 15522908    0    0     0    42  842  819  4  0 96  0  0 2018-03-21 09:43:30
 1  0  16592 11078440 1661920 15522912    0    0     0     0  878 1107  5  0 95  0  0 2018-03-21 09:43:31
 1  0  16592 11078296 1661920 15522908    0    0     0    67  963  856  4  0 96  0  0 2018-03-21 09:43:32
 1  0  16592 11079864 1661920 15522912    0    0     0    58  885 1321  5  0 95  0  0 2018-03-21 09:43:33
 1  0  16592 11079700 1661920 15522920    0    0     0    11  830  770  4  0 96  0  0 2018-03-21 09:43:34
 1  0  16592 11079560 1661920 15522920    0    0     0    94  759  938  4  0 96  0  0 2018-03-21 09:43:35
 1  0  16592 11079904 1661920 15522916    0    0     0     0  801  706  4  0 96  0  0 2018-03-21 09:43:36
 1  0  16592 11080020 1661920 15522920    0    0     0     0  730 1010  5  0 95  0  0 2018-03-21 09:43:37
 1  0  16592 11079696 1661920 15522940    0    0     0    94  847  700  4  0 95  0  0 2018-03-21 09:43:38
 1  0  16592 11079720 1661920 15522956    0    0     0     6  863 1270  5  0 95  0  0 2018-03-21 09:43:39
 2  0  16592 11079832 1661924 15522964    0    0     0    36  901  815  4  0 96  0  0 2018-03-21 09:43:40
 1  0  16592 11080196 1661924 15522960    0    0     0    58  819 1017  4  0 95  0  0 2018-03-21 09:43:41
 1  0  16592 11079140 1661924 15522960    0    0     0     1  865 1117  5  0 95  0  0 2018-03-21 09:43:42
 1  0  16592 11078940 1661924 15522968    0    0     0    44  806  798  4  0 96  0  0 2018-03-21 09:43:43
 1  0  16592 11079344 1661924 15522968    0    0     0     0  791  997  5  0 95  0  0 2018-03-21 09:43:44
 1  0  16592 11079600 1661924 15522968    0    0     0     3  779  782  4  0 96  0  0 2018-03-21 09:43:45
 1  0  16592 11080712 1661928 15522968    0    0     0    28  855 1176  5  0 95  0  0 2018-03-21 09:43:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11080308 1661928 15522976    0    0     0    73  809  770  4  0 96  0  0 2018-03-21 09:43:47
 1  0  16592 11080332 1661928 15522976    0    0     0    32  821  889  4  0 96  0  0 2018-03-21 09:43:48
 1  0  16592 11080300 1661928 15522980    0    0     0     0  637  624  4  0 96  0  0 2018-03-21 09:43:49
 1  0  16592 11080192 1661928 15522976    0    0     0    70  796 1022  5  0 95  0  0 2018-03-21 09:43:50
 1  0  16592 11082192 1661928 15522980    0    0     0     0  778  711  4  0 96  0  0 2018-03-21 09:43:51
 1  0  16592 11082640 1661932 15522968    0    0     0    39  926 1205  5  0 95  0  0 2018-03-21 09:43:52
 1  0  16592 11082508 1661932 15522968    0    0     0    54  737  683  4  0 96  0  0 2018-03-21 09:43:53
 1  0  16592 11081964 1661932 15522976    0    0     0    24  916  900  4  0 95  0  0 2018-03-21 09:43:54
 1  0  16592 11081104 1661932 15522988    0    0     0     0  871 1100  5  0 95  0  0 2018-03-21 09:43:55
 1  0  16592 11081336 1661932 15523008    0    0     0    34  962 1578  4  0 95  0  0 2018-03-21 09:43:56
 1  0  16592 11081088 1661936 15523008    0    0     0    23  700  663  4  0 96  0  0 2018-03-21 09:43:57
 1  0  16592 11081796 1661936 15523012    0    0     0    78  838 1219  5  0 95  0  0 2018-03-21 09:43:58
 1  0  16592 11081800 1661936 15523032    0    0     0    12  903 1403  4  0 96  0  0 2018-03-21 09:43:59
 1  0  16592 11081468 1661936 15523048    0    0     0     0  873  802  4  0 95  0  0 2018-03-21 09:44:00
 1  0  16592 11081080 1661936 15523048    0    0     0    78  780  978  5  0 95  0  0 2018-03-21 09:44:01
 1  0  16592 11080964 1661936 15523068    0    0     0     0  890 1478  4  0 96  0  0 2018-03-21 09:44:02
 1  0  16592 11080964 1661936 15523068    0    0     0   185  838 1249  5  0 95  0  0 2018-03-21 09:44:03
 1  0  16592 11081096 1661936 15523068    0    0     0     1  778  778  4  0 96  0  0 2018-03-21 09:44:04
 1  0  16592 11080980 1661936 15523072    0    0     0     0  713  843  4  0 96  0  0 2018-03-21 09:44:05
18  0  16592 11081260 1661936 15523076    0    0     0    65  822  732  5  0 95  0  0 2018-03-21 09:44:06
 1  0  16592 11081000 1661936 15523080    0    0     0     1  769 1194  5  0 95  0  0 2018-03-21 09:44:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11080628 1661936 15523072    0    0     0    75  922  896  5  0 95  0  0 2018-03-21 09:44:08
 1  0  16592 11080372 1661936 15523088    0    0     0    79  833 1208  5  0 95  0  0 2018-03-21 09:44:09
 2  0  16592 11079868 1661936 15523088    0    0     0     1  770  678  4  0 96  0  0 2018-03-21 09:44:10
 1  1  16592 11079704 1661936 15523148    0    0     0  2755 1401 1623  5  0 94  1  0 2018-03-21 09:44:11
 1  0  16592 11079572 1661936 15523128    0    0     0     1  845  983  5  0 95  0  0 2018-03-21 09:44:12
 1  0  16592 11081624 1661936 15523144    0    0     0    74  867  970  4  0 96  0  0 2018-03-21 09:44:13
 1  0  16592 11081640 1661940 15523156    0    0     0    31  829  812  4  0 96  0  0 2018-03-21 09:44:14
 1  0  16592 11081760 1661940 15523184    0    0     0    10  878 1350  4  0 95  0  0 2018-03-21 09:44:15
 1  0  16592 11081640 1661940 15523200    0    0     0    62  837  816  4  0 95  0  0 2018-03-21 09:44:16
 1  0  16592 11080600 1661940 15523212    0    0     0     0  823  822  4  0 95  0  0 2018-03-21 09:44:17
 1  0  16592 11080692 1661940 15523212    0    0     0     0  868  987  5  0 95  0  0 2018-03-21 09:44:18
 1  0  16592 11082376 1661940 15523216    0    0     0     3  859  923  4  0 96  0  0 2018-03-21 09:44:19
 1  0  16592 11082392 1661940 15523216    0    0     0    28  889  773  4  0 96  0  0 2018-03-21 09:44:20
 1  0  16592 11082300 1661940 15523200    0    0     0    21  809 1145  5  0 95  0  0 2018-03-21 09:44:21
 1  0  16592 11081728 1661940 15523224    0    0     0   170  984  845  4  0 95  0  0 2018-03-21 09:44:22
 1  0  16592 11081500 1661940 15523228    0    0     0    19  827  967  4  0 96  0  0 2018-03-21 09:44:23
 1  0  16592 11081064 1661940 15523240    0    0     0    35 1079 1234  5  0 95  0  0 2018-03-21 09:44:24
 1  0  16592 11080924 1661940 15523252    0    0     0    25  741  838  4  0 96  0  0 2018-03-21 09:44:25
 1  0  16592 11080568 1661940 15523260    0    0     0    40  862 1195  5  0 95  0  0 2018-03-21 09:44:26
 1  0  16592 11080552 1661940 15523264    0    0     0    41  864  793  4  0 96  0  0 2018-03-21 09:44:27
 1  0  16592 11080668 1661940 15523272    0    0     0    78  852  871  4  0 96  0  0 2018-03-21 09:44:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11080524 1661940 15523272    0    0     0     1  777  750  4  0 96  0  0 2018-03-21 09:44:29
 1  0  16592 11080960 1661940 15523276    0    0     0    12 1002 1204  5  0 95  0  0 2018-03-21 09:44:30
 1  0  16592 11080736 1661940 15523272    0    0     0     3  821  851  4  0 96  0  0 2018-03-21 09:44:31
 1  0  16592 11080520 1661940 15523240    0    0     0    97 1106 1571  5  0 95  0  0 2018-03-21 09:44:32
 1  0  16592 11080536 1661940 15523248    0    0     0    23  839  811  4  0 96  0  0 2018-03-21 09:44:33
 1  0  16592 11081140 1661940 15523276    0    0     0   154 1089 1157  4  0 95  0  0 2018-03-21 09:44:34
 1  0  16592 11081104 1661940 15523296    0    0     0     1  903  825  4  0 96  0  0 2018-03-21 09:44:35
 1  0  16592 11080976 1661940 15523300    0    0     0     0  879 1193  5  0 95  0  0 2018-03-21 09:44:36
 1  0  16592 11080992 1661940 15523300    0    0     0     5  731  680  4  0 96  0  0 2018-03-21 09:44:37
 1  0  16592 11080484 1661948 15523312    0    0     0   108 1004 1476  5  0 95  0  0 2018-03-21 09:44:38
 1  0  16592 11080376 1661948 15523320    0    0     0    74  909  938  4  0 96  0  0 2018-03-21 09:44:39
 1  0  16592 11081872 1661948 15523320    0    0     0    38  963  977  4  0 96  0  0 2018-03-21 09:44:40
 1  0  16592 11081844 1661948 15523288    0    0     0     0  787  782  4  0 96  0  0 2018-03-21 09:44:41
 1  0  16592 11081796 1661948 15523288    0    0     0     0  875 1073  5  0 95  0  0 2018-03-21 09:44:42
 1  0  16592 11081900 1661956 15523296    0    0     0    89  850  851  4  0 96  0  0 2018-03-21 09:44:43
 1  0  16592 11082016 1661956 15523280    0    0     0     4  899  933  4  0 95  0  0 2018-03-21 09:44:44
 2  0  16592 11077916 1661956 15523324    0    0     0    85  924 1121  5  0 95  0  0 2018-03-21 09:44:45
 2  0  16592 11077816 1661956 15523332    0    0     0     1  883  915  4  0 96  0  0 2018-03-21 09:44:46
 1  0  16592 11077716 1661956 15523332    0    0     0     0  757  676  4  0 96  0  0 2018-03-21 09:44:47
 1  0  16592 11078044 1661956 15523340    0    0     0    61  785 1112  5  0 95  0  0 2018-03-21 09:44:48
 1  0  16592 11077788 1661956 15523348    0    0     0    28  891 1004  4  0 95  0  0 2018-03-21 09:44:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 4  0  16592 11077912 1661956 15523360    0    0     0    62  738  688  4  0 96  0  0 2018-03-21 09:44:50
 2  0  16592 11077672 1661956 15523364    0    0     0     0  868 1240  5  0 95  0  0 2018-03-21 09:44:51
 1  0  16592 11078020 1661956 15523364    0    0     0     0  772  695  4  0 96  0  0 2018-03-21 09:44:52
 1  0  16592 11078428 1661956 15523364    0    0     0    18  920 1222  5  0 95  0  0 2018-03-21 09:44:53
 2  0  16592 11078428 1661956 15523364    0    0     0    53  860  783  4  0 96  0  0 2018-03-21 09:44:54
 1  0  16592 11078296 1661960 15523368    0    0     0   105  857 1060  4  0 95  0  0 2018-03-21 09:44:55
 1  0  16592 11078048 1661960 15523368    0    0     0     1  832  745  4  0 96  0  0 2018-03-21 09:44:56
 1  0  16592 11078380 1661960 15523368    0    0     0     0  738 1015  5  0 95  0  0 2018-03-21 09:44:57
 1  0  16592 11078184 1661960 15523368    0    0     0     0  879  821  4  0 96  0  0 2018-03-21 09:44:58
 1  0  16592 11079932 1661960 15523372    0    0     0    80  906 1026  4  0 96  0  0 2018-03-21 09:44:59
 1  1  16592 11079844 1661960 15523380    0    0     0    74  945 1221  5  0 95  0  0 2018-03-21 09:45:00
 1  0  16592 11078360 1661960 15523412    0    0     0    16  859  891  4  0 96  0  0 2018-03-21 09:45:01
 1  0  16592 11077964 1661960 15523420    0    0     0     6  793  694  4  0 96  0  0 2018-03-21 09:45:02
 1  0  16592 11078020 1661960 15523436    0    0     0    80  982 1323  5  0 95  0  0 2018-03-21 09:45:03
 1  0  16592 11077780 1661960 15523432    0    0     0    65  820  703  4  0 96  0  0 2018-03-21 09:45:04
 1  0  16592 11077964 1661960 15523436    0    0     0    72  865  935  4  0 96  0  0 2018-03-21 09:45:05
 1  0  16592 11077864 1661964 15523436    0    0     0    40  852  992  5  0 95  0  0 2018-03-21 09:45:06
 1  0  16592 11077848 1661964 15523444    0    0     0    24  793  873  4  0 95  0  0 2018-03-21 09:45:07
 1  0  16592 11077920 1661964 15523444    0    0     0    41  769  685  4  0 96  0  0 2018-03-21 09:45:08
 1  1  16592 11077920 1661964 15523440    0    0     0     6  758 1103  5  0 95  0  0 2018-03-21 09:45:09
 1  0  16592 11078276 1661964 15523440    0    0     0    43  818  857  4  0 96  0  0 2018-03-21 09:45:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  2  16592 11077468 1661964 15523472    0    0     0  4124 1352 1157  5  0 93  1  0 2018-03-21 09:45:11
 1  0  16592 11076928 1661964 15523476    0    0     0   149 1004 1401  5  0 94  1  0 2018-03-21 09:45:12
 1  0  16592 11076916 1661964 15523472    0    0     0    18  761  715  4  0 96  0  0 2018-03-21 09:45:13
 1  0  16592 11076940 1661964 15523472    0    0     0     0  827  868  4  0 96  0  0 2018-03-21 09:45:14
 1  0  16592 11076680 1661964 15523472    0    0     0     0  855 1076  5  0 95  0  0 2018-03-21 09:45:15
 1  0  16592 11076680 1661964 15523476    0    0     0     0  785  827  4  0 96  0  0 2018-03-21 09:45:16
 1  0  16592 11076660 1661964 15523476    0    0     0    80  855  818  4  0 96  0  0 2018-03-21 09:45:17
 1  0  16592 11078600 1661964 15523476    0    0     0     1 1064 1250  5  0 95  0  0 2018-03-21 09:45:18
 1  0  16592 11078468 1661964 15523480    0    0     0     0  910  868  4  0 96  0  0 2018-03-21 09:45:19
 1  0  16592 11078348 1661964 15523484    0    0     0    35  839  989  4  0 96  0  0 2018-03-21 09:45:20
 1  0  16592 11078164 1661964 15523476    0    0     0     0  761  694  4  0 96  0  0 2018-03-21 09:45:21
 1  1  16592 11077464 1661964 15523496    0    0     0     5  991 1174  5  0 95  0  0 2018-03-21 09:45:22
 1  0  16592 11077508 1661972 15523496    0    0     0    76  819  904  4  0 96  0  0 2018-03-21 09:45:23
 1  0  16592 11077788 1661972 15523504    0    0     0     0  892 1184  5  0 95  0  0 2018-03-21 09:45:24
 1  0  16592 11077416 1661972 15523512    0    0     0    12  811  735  4  0 96  0  0 2018-03-21 09:45:25
 1  0  16592 11077708 1661972 15523528    0    0     0    30  863  908  4  0 96  0  0 2018-03-21 09:45:26
 2  0  16592 11077956 1661972 15523528    0    0     0     0  703  648  4  0 96  0  0 2018-03-21 09:45:27
 1  0  16592 11078328 1661972 15523528    0    0     0    61  840 1174  5  0 95  0  0 2018-03-21 09:45:28
 1  0  16592 11077312 1661972 15523532    0    0     0    28  820  768  4  0 96  0  0 2018-03-21 09:45:29
 1  1  16592 11077436 1661972 15523556    0    0     0    82  861 1004  4  0 96  0  0 2018-03-21 09:45:30
 1  0  16592 11076564 1661972 15523560    0    0     0    13  842 1170  5  0 95  0  0 2018-03-21 09:45:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11077360 1661972 15523564    0    0     0     0  765  755  4  0 96  0  0 2018-03-21 09:45:32
 1  0  16592 11077304 1661972 15523564    0    0     0    18  733 1119  5  0 95  0  0 2018-03-21 09:45:33
 1  0  16592 11077196 1661972 15523572    0    0     0     0  865  801  4  0 95  0  0 2018-03-21 09:45:34
 1  0  16592 11077320 1661972 15523580    0    0     0   142  815 1010  4  0 96  0  0 2018-03-21 09:45:35
 1  0  16592 11077208 1661972 15523588    0    0     0   202  847  772  4  0 96  0  0 2018-03-21 09:45:36
 1  0  16592 11077224 1661972 15523596    0    0     0     0  785  997  5  0 95  0  0 2018-03-21 09:45:37
 1  0  16592 11077092 1661972 15523608    0    0     0    58  791  740  4  0 95  0  0 2018-03-21 09:45:38
 1  0  16592 11077232 1661972 15523620    0    0     0     0  863 1281  5  0 95  0  0 2018-03-21 09:45:39
 1  0  16592 11078992 1661972 15523620    0    0     0     0  815  671  4  0 96  0  0 2018-03-21 09:45:40
 1  0  16592 11079204 1661976 15523624    0    0     0   137  822  899  4  0 96  0  0 2018-03-21 09:45:41
 2  0  16592 11078940 1661976 15523624    0    0     0     0  771  785  4  0 96  0  0 2018-03-21 09:45:42
 1  0  16592 11079324 1661976 15523624    0    0     0    18  822 1140  5  0 95  0  0 2018-03-21 09:45:43
 1  0  16592 11079192 1661976 15523628    0    0     0    78  793  749  4  0 95  0  0 2018-03-21 09:45:44
 1  0  16592 11079540 1661976 15523640    0    0     0     0  781 1186  5  0 95  0  0 2018-03-21 09:45:45
 1  0  16592 11079500 1661980 15523636    0    0     0    27  820  706  4  0 96  0  0 2018-03-21 09:45:46
 1  0  16592 11081128 1661980 15523652    0    0     0   114  953  998  4  0 96  0  0 2018-03-21 09:45:47
 1  0  16592 11081004 1661980 15523652    0    0     0     0  682  575  4  0 96  0  0 2018-03-21 09:45:48
 1  0  16592 11080212 1661980 15523664    0    0     0     5  889 1218  5  0 95  0  0 2018-03-21 09:45:49
 1  0  16592 11079016 1661980 15523660    0    0     0    34  837  718  4  0 96  0  0 2018-03-21 09:45:50
 1  0  16592 11079032 1661980 15523664    0    0     0     1  764 1106  5  0 95  0  0 2018-03-21 09:45:51
 1  0  16592 11078304 1661980 15523680    0    0     0    77  864  956  4  0 96  0  0 2018-03-21 09:45:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 11077488 1661980 15523680    0    0     0    18  696  654  4  0 96  0  0 2018-03-21 09:45:53
 1  0  16592 11078012 1661980 15523676    0    0     0     0  820 1100  5  0 95  0  0 2018-03-21 09:45:54
 1  0  16592 11078184 1661980 15523684    0    0     0     0  822  739  4  0 96  0  0 2018-03-21 09:45:55
 1  0  16592 11078068 1661980 15523684    0    0     0    65  766  884  4  0 96  0  0 2018-03-21 09:45:56
 1  0  16592 11077828 1661980 15523688    0    0     0    89  845 1057  5  0 95  0  0 2018-03-21 09:45:57
 1  0  16592 11077944 1661980 15523700    0    0     0    25  802  909  4  0 95  0  0 2018-03-21 09:45:58
 1  0  16592 11077820 1661980 15523692    0    0     0     0  692  654  4  0 96  0  0 2018-03-21 09:45:59
 1  0  16592 11078068 1661980 15523696    0    0     0     0  831 1058  5  0 95  0  0 2018-03-21 09:46:00
 1  0  16592 11078004 1661980 15523696    0    0     0    67  798  785  5  0 95  0  0 2018-03-21 09:46:01
 1  0  16592 11078132 1661980 15523700    0    0     0    39  835 1237  5  0 95  0  0 2018-03-21 09:46:02
 1  0  16592 11077876 1661980 15523704    0    0     0    17  738  699  4  0 96  0  0 2018-03-21 09:46:03
 6  0  16592 11073484 1661988 15524392    0    0     0   112 2032 8198  8  1 91  0  0 2018-03-21 09:46:04
19  0  16592 11061700 1661988 15526588    0    0     0     1 2017 9776 13  0 86  0  0 2018-03-21 09:46:05
 1  0  16592 11058148 1661988 15524692    0    0     0    84 1844 5425 12  0 88  0  0 2018-03-21 09:46:06
 3  0  16592 11054184 1661988 15524712    0    0     0    34 1804 5729 15  0 85  0  0 2018-03-21 09:46:07
 1  0  16592 11060032 1661988 15524748    0    0     0    34 1265 2708  9  0 91  0  0 2018-03-21 09:46:08
 2  0  16592 11052248 1661988 15524748    0    0     0   283 1755 9104 15  0 85  0  0 2018-03-21 09:46:09
 4  0  16592 11041760 1661988 15524768    0    0     0     0 1577 5576 14  0 86  0  0 2018-03-21 09:46:10
 2  1  16592 11036240 1661988 15524928    0    0     0   114 2006 5237 11  0 88  0  0 2018-03-21 09:46:11
 1  0  16592 12248284 1661988 15523216    0    0     0  4614 2837 3402  2  0 95  2  0 2018-03-21 09:46:12
 0  0  16592 12246712 1661988 15523244    0    0     0    25  574  786  0  0 100  0  0 2018-03-21 09:46:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 0  0  16592 12246988 1661992 15523152    0    0     0   401  724  962  0  0 99  0  0 2018-03-21 09:46:14
 0  0  16592 12246740 1661992 15523152    0    0     0     4  520  647  0  0 100  0  0 2018-03-21 09:46:15
 0  0  16592 12247004 1661992 15523084    0    0     0     0  434  554  0  0 100  0  0 2018-03-21 09:46:16
 1  0  16592 12247484 1661992 15522872    0    0     0     0  511  693  0  0 100  0  0 2018-03-21 09:46:17
 0  0  16592 12247696 1661992 15522740    0    0     0     0  428  588  0  0 100  0  0 2018-03-21 09:46:18
 0  0  16592 12247804 1661992 15522684    0    0     0    49  611  867  0  0 100  0  0 2018-03-21 09:46:19
 0  0  16592 12247688 1661992 15522672    0    0     0    28  490  672  0  0 100  0  0 2018-03-21 09:46:20
 0  0  16592 12247816 1661992 15522560    0    0     0     0  476  604  0  0 100  0  0 2018-03-21 09:46:21
 0  0  16592 12248280 1661992 15522376    0    0     0     0  590  691  0  0 100  0  0 2018-03-21 09:46:22
 0  0  16592 12248304 1661992 15522368    0    0     0    22  464  625  0  0 100  0  0 2018-03-21 09:46:23
 0  0  16592 12248428 1661992 15522360    0    0     0     0  539  771  0  0 100  0  0 2018-03-21 09:46:24
 0  0  16592 12248544 1661992 15522216    0    0     0    57  600  783  0  0 100  0  0 2018-03-21 09:46:25
 0  0  16592 12248780 1661996 15522128    0    0     0    20  520  668  0  0 100  0  0 2018-03-21 09:46:26
 0  0  16592 12251044 1661996 15522124    0    0     0     0  622  722  0  0 100  0  0 2018-03-21 09:46:27
 0  0  16592 12251052 1661996 15522108    0    0     0     0  482  617  0  0 100  0  0 2018-03-21 09:46:28
 0  0  16592 12251168 1661996 15521996    0    0     0    33  534  756  0  0 100  0  0 2018-03-21 09:46:29
 0  0  16592 12252312 1661996 15521912    0    0     0    43  659  909  0  0 100  0  0 2018-03-21 09:46:30
 0  0  16592 12251420 1661996 15521916    0    0     0     3  531  642  0  0 100  0  0 2018-03-21 09:46:31
 0  0  16592 12251932 1662000 15521912    0    0     0   296  646  722  0  0 100  0  0 2018-03-21 09:46:32
 0  0  16592 12252328 1662000 15521796    0    0     0    22  562  729  0  0 100  0  0 2018-03-21 09:46:33
 0  0  16592 12250484 1662000 15521720    0    0     0    93  597  687  0  0 100  0  0 2018-03-21 09:46:34
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 1  0  16592 12250104 1662000 15521720    0    0     0    75  527  730  0  0 100  0  0 2018-03-21 09:46:35
 0  0  16592 12250600 1662000 15521724    0    0     0     0  568  716  0  0 100  0  0 2018-03-21 09:46:36
 0  0  16592 12250484 1662000 15521672    0    0     0  1994  631  886  0  0 100  0  0 2018-03-21 09:46:37
 0  0  16592 12251236 1662008 15521668    0    0     0    60  489  742  0  0 100  0  0 2018-03-21 09:46:38
 0  0  16592 12251732 1662008 15521664    0    0     0     0  548  855  0  0 100  0  0 2018-03-21 09:46:39
 0  0  16592 12251740 1662008 15521608    0    0     0    94  538  632  0  0 100  0  0 2018-03-21 09:46:40
 0  0  16592 12251740 1662008 15521608    0    0     0     0  455  608  0  0 100  0  0 2018-03-21 09:46:41
 0  0  16592 12251788 1662008 15521520    0    0     0    31  542  693  0  0 100  0  0 2018-03-21 09:46:42
 0  0  16592 12251504 1662008 15521520    0    0     0    22  505  637  0  0 100  0  0 2018-03-21 09:46:43
 0  0  16592 12251820 1662012 15521520    0    0     0    36  453  607  0  0 100  0  0 2018-03-21 09:46:44
 0  0  16592 12251748 1662012 15521544    0    0     0    74  581  762  0  0 100  0  0 2018-03-21 09:46:45
 0  0  16592 12251692 1662012 15521488    0    0     0    74  537  656  0  0 100  0  0 2018-03-21 09:46:46
 0  0  16592 12252016 1662012 15521492    0    0     0    90  586  702  0  0 100  0  0 2018-03-21 09:46:47
 0  0  16592 12252148 1662012 15521484    0    0     0     0  437  657  0  0 100  0  0 2018-03-21 09:46:48
 0  0  16592 12253380 1662012 15521484    0    0     0     0  499  628  0  0 100  0  0 2018-03-21 09:46:49
 0  0  16592 12255300 1662016 15521468    0    0     0    61  659  705  0  0 100  0  0 2018-03-21 09:46:50
 0  0  16592 12254764 1662016 15521480    0    0     0     1  525  654  0  0 100  0  0 2018-03-21 09:46:51
 0  0  16592 12254856 1662016 15521480    0    0     0     0  526  629  0  0 100  0  0 2018-03-21 09:46:52
 0  0  16592 12253444 1662016 15521480    0    0     0    22  538  597  0  0 100  0  0 2018-03-21 09:46:53
 0  0  16592 12253824 1662016 15521472    0    0     0     0  519  668  0  0 100  0  0 2018-03-21 09:46:54
 0  0  16592 12253816 1662016 15521464    0    0     0     3  540  742  0  0 100  0  0 2018-03-21 09:46:55
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 CET
 0  0  16592 12253756 1662020 15521464    0    0     0    74  499  700  0  0 100  0  0 2018-03-21 09:46:56
 0  0  16592 12253516 1662020 15521464    0    0     0     0  493  579  0  0 100  0  0 2018-03-21 09:46:57
 1  0  16592 12253340 1662020 15521456    0    0     0     0  519  707  0  0 100  0  0 2018-03-21 09:46:58
 0  0  16592 12253728 1662020 15521456    0    0     0     0  463  629  0  0 100  0  0 2018-03-21 09:46:59
 0  0  16592 12253912 1662020 15521456    0    0     0     0  529  699  0  0 100  0  0 2018-03-21 09:47:00
 0  0  16592 12254284 1662020 15521456    0    0     0     3  494  616  0  0 100  0  0 2018-03-21 09:47:01
